,trial_id,global_end_of_trial_date,first_version_date,this_version_date,trial_countries,results_type,recruitment_countries,trial_start_date,error
9659,2014-003239-21,2017-05-15,2020-04-09,2020-04-09,"['AT', 'NO', 'DE', 'SE']",Tabular,"{'Norway': 4, 'Sweden': 5, 'Austria': 9, 'Germany': 30, 'Canada': 5, 'Jordan': 2}",2015-02-24,
9660,2007-001071-11,2007-12-26,2016-09-14,2016-09-14,"['DE', 'SE', 'FI', 'BE', 'AT', 'CZ', 'FR', 'LT']",Document,,,
9661,2008-002901-38,2009-04-08,2016-04-03,2016-04-03,"['SE', 'DE', 'FR', 'FI', 'EE']",Document,,,
9662,2008-002319-42,2010-03-08,2018-07-08,2018-07-08,"['NL', 'SE', 'ES', 'IT', 'DK', 'HU', 'SI', 'GR', 'FR']",Document,,,
9663,2009-017523-26,2011-09-22,2016-03-04,2016-03-04,"['FI', 'SE', 'DE', 'EE', 'SK', 'LV', 'LT', 'BE']",Document,,,
9664,2005-005053-22,2007-04-01,2016-10-05,2016-10-05,"['SE', 'FI', 'DE', 'CZ', 'BE']",Document,,,
9665,2014-004587-38,2017-10-28,2018-11-10,2018-11-10,"['SE', 'BE', 'DE', 'ES', 'GB', 'AT', 'PL', 'BG', 'LT', 'FI', 'IT']",Tabular,"{'Argentina': 106, 'Australia': 23, 'Austria': 16, 'Belgium': 5, 'Bulgaria': 94, 'Brazil': 52, 'Germany': 13, 'Spain': 42, 'Finland': 2, 'France': 4, 'United Kingdom': 12, 'Italy': 7, 'Korea, Republic of': 26, 'Mexico': 10, 'Malaysia': 19, 'Poland': 6, 'Sweden': 90, 'Turkey': 31, 'Taiwan': 33, 'United States': 147, 'South Africa': 64}",2015-10-12,
9666,2011-005179-18,2013-12-12,2018-04-18,2018-04-18,"['FI', 'EE', 'SK', 'SE']",Tabular,"{'Slovakia': 81, 'Sweden': 25, 'Ukraine': 60, 'United States': 468, 'Estonia': 109, 'Finland': 76}",2011-12-15,
9667,2008-002446-39,2009-05-28,2020-04-10,2020-04-10,['FR'],Document,,,
9668,2005-003516-29,2010-04-13,2020-04-10,2020-04-10,['DE'],Document,,,
9669,2014-004535-40,2017-01-31,2020-04-10,2020-04-10,"['HU', 'DE']",Tabular,{'Germany': 54},2015-05-08,
9670,2016-002079-93,2019-03-26,2020-04-10,2020-04-10,['GB'],Tabular,"{'Spain': 10, 'United Kingdom': 17, 'United States': 55, 'Switzerland': 5}",2016-10-31,
9671,2016-002302-39,2019-07-12,2020-04-10,2020-04-10,"['GB', 'ES']",Tabular,"{'United States': 1080, 'South Africa': 2419, 'New Zealand': 236, 'Australia': 113, 'Chile': 39, 'Argentina': 247, 'Mexico': 11, 'Philippines': 264, 'Bangladesh': 147, 'Spain': 38, 'United Kingdom': 32}",2015-12-03,
9672,2015-005593-38,2019-03-27,2020-04-11,2020-04-11,"['BE', 'AT']",Tabular,"{'Austria': 32, 'Belgium': 22, 'Brazil': 33, 'Argentina': 41, 'Egypt': 45, 'Norway': 31, 'Korea, Republic of': 61, 'Switzerland': 21, 'Turkey': 58, 'United States': 160}",2016-09-20,
9673,2011-004470-28,2014-07-31,2020-04-11,2020-04-11,['GB'],Mixed,{'United Kingdom': 17},2011-11-01,
9674,2010-024177-39,2012-06-14,2020-04-11,2020-04-11,['IT'],Document,,,
9675,2007-005478-29,2009-12-31,2020-04-11,2020-04-11,"['FR', 'DE', 'SE', 'GB', 'BE', 'ES', 'IT']",Tabular,"{'Spain': 6, 'Sweden': 8, 'United Kingdom': 21, 'United States': 78, 'Australia': 11, 'Belgium': 5, 'Canada': 10, 'France': 8, 'Germany': 11, 'Israel': 3, 'Italy': 13}",2008-02-29,
9676,2017-003651-29,2019-03-26,2019-10-04,2019-10-04,"['DE', 'GB', 'HU', 'CZ', 'PL']",Tabular,"{'United Kingdom': 14, 'United States': 114, 'Australia': 51, 'Canada': 64, 'Czech Republic': 19, 'Germany': 64, 'Hungary': 12, 'Poland': 49}",2017-12-07,
9677,2009-017432-40,2013-02-27,2015-04-01,2016-07-04,"['DE', 'AT', 'GB', 'CZ']",Document,,,
9678,2010-022976-29,2012-03-07,2020-04-15,2020-04-15,"['GB', 'AT']",Document,,,
9679,2011-003712-23,2019-04-04,2020-04-15,2020-04-15,"['LT', 'FI', 'LV', 'IT', 'HU', 'DE', 'EE', 'SK', 'BG', 'PL', 'NO', 'CZ', 'AT', 'ES']",Tabular,"{'Argentina': 147, 'Australia': 10, 'Austria': 3, 'Brazil': 59, 'Bulgaria': 108, 'Colombia': 51, 'Czech Republic': 26, 'Dominican Republic': 15, 'Estonia': 17, 'Finland': 18, 'Germany': 59, 'Guatemala': 117, 'Hong Kong': 29, 'Hungary': 95, 'India': 163, 'Israel': 20, 'Italy': 45, 'Korea, Republic of': 39, 'Latvia': 62, 'Lithuania': 46, 'Malaysia': 28, 'Mexico': 78, 'Norway': 17, 'Panama': 11, 'Peru': 59, 'Philippines': 64, 'Poland': 34, 'Romania': 79, 'Russian Federation': 166, 'Slovakia': 206, 'South Africa': 62, 'Spain': 8, 'Taiwan': 21, 'Turkey': 39}",2012-03-30,
9680,2007-000233-18,2012-06-19,2020-04-15,2020-04-15,['DE'],Document,,,
9681,2007-003649-34,2012-01-31,2020-04-15,2020-04-15,['GB'],Document,,,
9682,2016-003020-23,2019-04-01,2020-04-16,2020-04-16,"['CZ', 'GB', 'LV', 'HU', 'ES', 'BE']",Tabular,"{'Spain': 6, 'Taiwan': 5, 'Ukraine': 31, 'United States': 12, 'Belgium': 23, 'Canada': 1, 'Czech Republic': 16, 'Estonia': 15, 'France': 10, 'Georgia': 19, 'Germany': 2, 'Hungary': 11, 'Japan': 9, 'Latvia': 13, 'Philippines': 73, 'Russian Federation': 51, 'Serbia': 3}",2017-10-24,
9683,2014-003583-20,2019-09-17,2020-03-25,2020-03-25,"['DE', 'GB']",Tabular,"{'Argentina': 1, 'Australia': 1, 'Brazil': 1, 'Canada': 1, 'Chile': 4, 'Colombia': 2, 'Costa Rica': 4, 'Dominican Republic': 10, 'Germany': 3, 'Greece': 1, 'Guatemala': 8, 'Hungary': 2, 'Israel': 15, 'Italy': 4, 'Malaysia': 22, 'Mauritius': 6, 'Mexico': 30, 'Philippines': 4, 'Russian Federation': 20, 'Saudi Arabia': 6, 'South Africa': 1, 'Sri Lanka': 23, 'Taiwan': 1, 'Thailand': 4, 'Ukraine': 8, 'United Arab Emirates': 4, 'United Kingdom': 6, 'United States': 31}",2011-12-07,
9684,2017-000342-22,2018-08-01,2020-04-17,2020-04-17,['ES'],Tabular,{'Spain': 86},2017-01-01,
9685,2005-004139-23,2013-07-11,2020-04-17,2020-04-17,['DE'],Document,,,
9686,2013-004581-34,2016-11-02,2020-04-17,2020-04-17,"['IT', 'BE', 'DE', 'NL', 'ES', 'GB', 'BG', 'GR']",Tabular,"{'Spain': 23, 'United Kingdom': 3, 'United States': 85, 'Argentina': 6, 'Australia': 16, 'Belgium': 7, 'Brazil': 1, 'Bulgaria': 7, 'Canada': 7, 'France': 22, 'Germany': 23, 'Greece': 5, 'Israel': 17, 'Italy': 40, 'Netherlands': 3, 'Poland': 14}",2014-08-15,
9687,2015-002496-26,2019-01-02,2020-04-18,2020-11-21,"['DE', 'BE', 'ES', 'HU']",Tabular,"{'Spain': 39, 'United States': 65, 'Belgium': 1, 'France': 23, 'Germany': 69, 'Hungary': 53}",2015-12-21,
9688,2017-001172-36,2019-03-28,2020-04-19,2020-04-19,"['SE', 'DK', 'FI', 'HU', 'LV', 'EE']",Mixed,"{'Sweden': 18, 'Denmark': 17, 'Estonia': 20, 'Finland': 20, 'Hungary': 61, 'Latvia': 8}",2017-09-18,
9689,2007-000224-41,2010-09-15,2020-04-19,2020-04-19,"['DE', 'BG']",Document,,,
9690,2016-003992-23,2019-04-11,2020-04-19,2020-10-14,"['BE', 'PL', 'CZ', 'AT', 'LT', 'FR', 'ES']",Tabular,"{'Spain': 10, 'Turkey': 23, 'United States': 66, 'Argentina': 17, 'Austria': 9, 'Belgium': 3, 'Brazil': 36, 'Canada': 1, 'Czech Republic': 3, 'France': 25, 'Lithuania': 4, 'Poland': 33}",2017-06-22,
9691,2013-000334-36,2014-03-14,2020-04-19,2020-04-19,['HU'],Tabular,{'Hungary': 108},2013-06-25,
9692,2015-000246-34,2019-04-03,2020-04-19,2020-04-19,"['DE', 'EE', 'LV', 'BG', 'PT', 'LT', 'FR', 'ES', 'HR', 'CZ']",Tabular,"{'Argentina': 5, 'Brazil': 44, 'Bulgaria': 21, 'Canada': 1, 'Colombia': 21, 'Croatia': 1, 'Czech Republic': 2, 'Estonia': 12, 'France': 34, 'Georgia': 18, 'Guatemala': 5, 'Italy': 2, 'Japan': 43, 'Korea, Republic of': 7, 'Latvia': 3, 'Lithuania': 7, 'Mexico': 34, 'Norway': 6, 'Philippines': 27, 'Portugal': 3, 'Romania': 30, 'Russian Federation': 35, 'Serbia': 7, 'Spain': 7, 'Turkey': 13, 'Ukraine': 128, 'United States': 21}",2015-11-24,
9693,2017-000544-17,2019-09-20,2020-04-19,2020-04-19,['DK'],Tabular,{'Denmark': 64},2017-03-01,
9694,2017-001190-16,2019-07-17,2020-04-22,2020-04-22,['PL'],Tabular,"{'United States': 202, 'Poland': 400, 'Russian Federation': 198}",2018-03-29,
9695,2008-002269-29,2013-02-18,2020-04-23,2020-04-23,['DE'],Document,,,
9696,2017-000212-41,2019-05-07,2020-04-23,2020-04-23,"['ES', 'DE']",Tabular,"{'Spain': 5, 'United States': 7, 'Germany': 11}",2018-02-21,
9697,2013-004475-13,2016-01-13,2020-04-23,2020-04-23,['DK'],Tabular,{'Denmark': 10},2014-03-01,
9698,2007-003467-48,2013-11-17,2020-04-23,2020-04-23,['DE'],Tabular,{'Germany': 41},2008-11-17,
9699,2005-002239-29,2007-02-26,2020-04-23,2020-04-23,"['LT', 'EE', 'DE', 'LV', 'HU', 'GR']",Document,,,
9700,2011-001088-28,2020-01-10,2020-04-23,2020-04-23,['GB'],Mixed,{'United Kingdom': 99999},2020-01-10,
9701,2014-004088-19,2016-12-01,2020-04-23,2020-04-23,['DE'],Tabular,{'Germany': 50},2015-04-27,
9702,2005-006041-16,2008-04-29,2020-04-25,2020-04-25,"['DE', 'DK', 'GB']",Document,,,
9703,2005-001000-39,2006-11-08,2020-04-25,2020-04-25,"['DK', 'ES']",Document,,,
9704,2015-000620-28,2019-04-12,2020-04-25,2020-04-25,"['DK', 'CZ', 'SK', 'BE', 'IT', 'HU', 'AT', 'DE', 'FR', 'SE', 'ES', 'FI', 'PL', 'GR', 'SI']",Tabular,"{'Slovakia': 12, 'Slovenia': 3, 'Spain': 92, 'Switzerland': 30, 'Austria': 40, 'Belgium': 68, 'Canada': 131, 'Czech Republic': 35, 'Denmark': 23, 'Finland': 8, 'France': 215, 'Germany': 10, 'Greece': 15, 'Hungary': 10, 'Italy': 255, 'Poland': 40, 'Romania': 7}",2015-06-23,
9705,2005-001033-15,2006-10-04,2020-04-25,2020-04-25,"['FI', 'GB', 'IT']",Document,,,
9706,2011-001382-40,2015-06-30,2020-04-25,2020-04-25,['GB'],Tabular,{'United Kingdom': 36},2011-11-09,
9707,2005-001112-41,2007-11-26,2020-04-25,2020-04-25,"['FI', 'GB', 'DK', 'IT']",Document,,,
9708,2005-001038-34,2007-06-26,2020-04-25,2020-04-25,"['DE', 'GB', 'DK']",Document,,,
9709,2005-001039-31,2006-05-12,2020-04-25,2020-04-25,"['GB', 'DK', 'DE']",Document,,,
9710,2008-004126-16,2010-05-26,2020-04-26,2020-04-26,['FI'],Document,,,
9711,2009-012185-32,2012-04-30,2020-04-26,2020-04-26,['IT'],Document,,,
9712,2016-001034-10,2020-02-20,2020-04-26,2020-04-26,['IT'],Tabular,{'Italy': 41},2018-05-02,
9713,2010-022970-14,2019-04-14,2020-01-01,2020-01-01,"['SK', 'DE', 'HU', 'SE', 'PL', 'LV', 'LT', 'AT', 'GB', 'EE', 'GR', 'IS', 'BE', 'NO', 'CZ', 'IT', 'BG', 'SI']",Tabular,"{'Argentina': 375, 'Australia': 86, 'Austria': 58, 'Belgium': 94, 'Brazil': 719, 'Bulgaria': 209, 'Canada': 398, 'China': 126, 'Colombia': 183, 'Croatia': 36, 'Czech Republic': 382, 'Estonia': 70, 'Germany': 643, 'Greece': 64, 'Guatemala': 81, 'Hungary': 328, 'Iceland': 119, 'India': 592, 'Italy': 231, 'Japan': 235, ""Korea, Democratic People's Republic of"": 62, 'Latvia': 43, 'Lithuania': 121, 'Mexico': 61, 'Netherlands': 623, 'Norway': 133, 'Peru': 11, 'Poland': 142, 'Romania': 293, 'Russian Federation': 315, 'Serbia': 45, 'Slovakia': 401, 'Slovenia': 78, 'South Africa': 63, 'Sweden': 202, 'Taiwan': 106, 'Turkey': 26, 'United Kingdom': 290, 'United States': 2017}",2011-04-11,
9714,2011-002529-23,2019-09-17,2020-03-25,2020-03-25,"['LV', 'LT', 'GB', 'IT', 'DE', 'BG']",Tabular,"{'South Africa': 1, 'Sri Lanka': 23, 'Taiwan': 1, 'Thailand': 4, 'Ukraine': 8, 'United Arab Emirates': 4, 'United Kingdom': 6, 'United States': 31, 'Argentina': 1, 'Australia': 1, 'Brazil': 1, 'Canada': 1, 'Chile': 4, 'Colombia': 2, 'Costa Rica': 4, 'Dominican Republic': 10, 'Germany': 3, 'Greece': 1, 'Guatemala': 8, 'Hungary': 2, 'Israel': 15, 'Italy': 4, 'Malaysia': 22, 'Mauritius': 6, 'Mexico': 30, 'Philippines': 4, 'Russian Federation': 20, 'Saudi Arabia': 6}",2011-12-07,
9715,2015-004861-97,,2019-05-05,2019-06-06,"['DE', 'PL', 'HU', 'CZ', 'GB', 'AT', 'GR', 'ES', 'FR']",Tabular,"{'Spain': 25, 'Taiwan': 9, 'United Kingdom': 10, 'United States': 86, 'Australia': 11, 'Austria': 20, 'Brazil': 4, 'Chile': 6, 'China': 1, 'Czech Republic': 17, 'France': 7, 'Germany': 9, 'Greece': 11, 'Hungary': 19, 'Italy': 15, 'Japan': 42, 'Korea, Republic of': 17, 'Mexico': 4, 'Poland': 45, 'Russian Federation': 30, 'Serbia': 15}",2016-06-07,
9716,2018-001136-21,2019-08-13,2020-02-07,2020-02-07,"['BG', 'HU', 'CZ', 'GB', 'DE', 'PL', 'LV']",Tabular,"{'United Kingdom': 23, 'United States': 58, 'Australia': 32, 'Bulgaria': 22, 'Canada': 23, 'China': 24, 'Czech Republic': 14, 'Germany': 39, 'Hungary': 13, 'Japan': 44, 'Korea, Republic of': 35, 'Latvia': 12, 'Poland': 52}",2018-06-29,
9717,2005-000890-23,2007-09-03,2020-04-29,2020-04-29,['SE'],Document,,,
9718,2014-004838-25,2017-09-19,2018-05-20,2018-05-20,"['IT', 'IE', 'BE', 'AT', 'DE']",Tabular,"{'United Kingdom': 21, 'Austria': 3, 'United States': 76, 'Belgium': 8, 'France': 2, 'Germany': 13, 'Ireland': 4, 'Italy': 6, 'Australia': 16, 'Canada': 7}",2015-06-23,
9719,2014-002440-41,2017-04-01,2020-04-30,2020-04-30,['DK'],Mixed,{'Denmark': 24},2014-09-01,
9720,2014-002998-11,2017-02-27,2020-04-30,2020-04-30,['DK'],Tabular,{'Denmark': 46},2016-02-25,
9721,2010-020743-12,2012-11-26,2016-06-04,2016-06-04,"['GB', 'BE', 'DE', 'SK', 'HU', 'EE', 'PL', 'FR', 'BG']",Document,,,
9722,2017-000071-90,2018-01-27,2020-05-01,2020-05-01,['BE'],Tabular,{'Belgium': 18},2017-06-08,
9723,2016-001365-92,2019-06-19,2020-05-01,2020-05-01,['DK'],Tabular,{'Denmark': 105},2017-01-04,
9724,2014-003177-42,2019-04-30,2020-05-01,2020-05-01,"['DK', 'ES', 'BE', 'FI', 'SI', 'NL', 'SE']",Tabular,"{'United Kingdom': 434, 'France': 63, 'Germany': 323, 'Belgium': 308, 'Denmark': 347, 'Finland': 510, 'Slovenia': 610, 'Spain': 693, 'Sweden': 360}",2016-04-12,
9725,2016-000640-34,2018-09-24,2020-05-01,2020-05-01,"['ES', 'FR']",Tabular,"{'Spain': 277, 'France': 10, 'Italy': 12}",2016-07-01,
9726,2015-001526-42,2019-05-15,2020-05-01,2020-05-27,"['GB', 'PL', 'DE', 'HU', 'ES', 'CZ', 'FR', 'BE']",Tabular,"{'Spain': 55, 'Turkey': 35, 'United Kingdom': 11, 'United States': 106, 'Australia': 31, 'Belgium': 5, 'Chile': 26, 'Colombia': 11, 'Czech Republic': 15, 'France': 13, 'Germany': 24, 'Hungary': 26, 'Italy': 14, 'Peru': 8, 'Poland': 24, 'Romania': 28}",2015-10-13,
9727,2011-005524-17,2019-04-19,2020-05-01,2020-08-09,"['GB', 'BE', 'DE', 'AT', 'NL', 'IT', 'HU', 'FR', 'GR', 'CZ', 'SK']",Tabular,"{'Slovakia': 6, 'South Africa': 11, 'Spain': 103, 'Switzerland': 8, 'Taiwan': 33, 'Thailand': 15, 'United Kingdom': 28, 'United States': 156, 'Argentina': 18, 'Australia': 39, 'Austria': 14, 'Belgium': 46, 'Brazil': 25, 'Canada': 119, 'China': 47, 'Czech Republic': 14, 'France': 96, 'Germany': 37, 'Greece': 12, 'Hungary': 24, 'Israel': 32, 'Italy': 56, 'Japan': 103, 'Korea, Republic of': 55, 'Netherlands': 6, 'Peru': 2, 'Poland': 16, 'Russian Federation': 16, 'Singapore': 10}",2012-08-07,
9728,2014-001369-28,2017-12-10,2020-05-01,2020-05-01,['GB'],Tabular,{'United Kingdom': 95},2015-02-01,
9729,2017-001605-32,2019-04-22,2020-05-02,2020-05-02,"['HU', 'BG']",Mixed,"{'Ukraine': 162, 'United States': 418, 'Bulgaria': 96, 'Hungary': 3}",2018-02-19,
9730,2015-002519-14,2017-11-10,2020-05-02,2020-05-02,['DK'],Tabular,{'Denmark': 140},2015-10-19,
9731,2013-004065-13,2017-01-04,2020-05-02,2020-05-02,['GB'],Tabular,{'United Kingdom': 40},2013-12-02,
9732,2017-002975-25,2019-12-20,2020-05-02,2020-05-02,['DK'],Tabular,{'Denmark': 15},2017-11-01,
9733,2012-001583-29,2016-10-05,2020-05-03,2020-05-03,['DE'],Mixed,{'Germany': 65},2012-07-02,
9734,2008-003924-52,2011-11-12,2020-05-03,2020-06-06,"['SE', 'NL', 'BE', 'ES', 'FR', 'GB', 'IT', 'DE']",Tabular,"{'Spain': 3, 'Sweden': 5, 'United Kingdom': 3, 'United States': 84, 'Belgium': 25, 'Canada': 1, 'France': 40, 'Germany': 6, 'Israel': 34, 'Italy': 25, 'Netherlands': 12}",2009-09-08,
9735,2009-017434-45,2012-05-01,2020-05-03,2020-05-03,"['PL', 'ES']",Document,,,
9736,2012-005498-29,2016-11-08,2020-05-06,2020-05-06,['SI'],Mixed,{'Slovenia': 22},2014-02-03,
9737,2005-000707-34,2013-12-30,2020-05-06,2020-05-06,['GB'],Mixed,{'United Kingdom': 40},2002-11-01,
9738,2014-004824-22,,2020-02-02,2020-04-04,"['ES', 'DE', 'FR', 'GR']",Tabular,"{'United Kingdom': 7, 'Spain': 49, 'Canada': 2, 'Korea, Republic of': 54, 'Turkey': 7, 'Taiwan': 56, 'Italy': 20, 'France': 11, 'Germany': 13, 'Romania': 2, 'Hong Kong': 15, 'United States': 9, 'Japan': 218}",2015-05-06,
9739,2014-001764-35,2019-04-17,2020-04-30,2020-05-22,"['ES', 'NL', 'CZ', 'BE', 'HU', 'FR']",Tabular,"{'Spain': 24, 'United States': 44, 'Australia': 1, 'Belgium': 12, 'Canada': 5, 'Czech Republic': 6, 'France': 10, 'Hungary': 24, 'Korea, Republic of': 17, 'Netherlands': 36, 'Romania': 1, 'Russian Federation': 41}",2014-10-13,
9740,2009-011907-22,2014-03-31,2020-05-09,2020-05-09,['GB'],Mixed,{'United Kingdom': 56},2010-05-29,
9741,2016-000115-32,2017-01-17,2020-05-09,2020-05-09,['DE'],Tabular,{'Germany': 87},2016-04-15,
9742,2016-000896-26,2017-08-04,2020-05-09,2020-05-09,['DK'],Tabular,{'Denmark': 20},2016-04-01,
9743,2018-002597-41,2019-04-26,2020-05-10,2020-05-10,['PL'],Tabular,{'Poland': 403},2018-12-07,
9744,2013-003183-31,2016-02-08,2020-05-10,2020-05-10,"['CZ', 'IT', 'NL', 'HU', 'ES', 'RO', 'PL', 'FR']",Tabular,"{'Spain': 1, 'Czech Republic': 1, 'Hungary': 14, 'Italy': 10, 'Netherlands': 1, 'Poland': 11, 'Romania': 2, 'Serbia': 8}",2014-01-13,
9745,2012-001582-33,2016-11-01,2020-05-10,2020-05-10,['DE'],Mixed,{'Germany': 73},2012-07-02,
9746,2014-004825-42,2018-02-09,2020-05-11,2020-05-11,['NL'],Mixed,{'Netherlands': 89},2017-04-18,
9747,2018-001067-23,2018-08-13,2020-05-13,2020-05-13,['DK'],Tabular,{'Denmark': 5},2018-05-01,
9748,2012-005157-23,2016-12-15,2020-05-13,2020-05-13,['IT'],Mixed,{'Italy': 12},2013-12-11,
9749,2009-016278-34,2012-07-31,2020-05-14,2020-05-14,"['IE', 'GB', 'NL']",Tabular,"{'United Kingdom': 336, 'India': 1000, 'Ireland': 333, 'Netherlands': 335}",2010-06-10,
9750,2013-000371-32,2019-04-11,2020-05-14,2020-05-14,['DE'],Tabular,{'Germany': 391},2014-10-01,
9751,2016-001106-42,2017-11-27,2020-05-15,2020-05-15,['DE'],Tabular,{'Germany': 234},2016-09-01,
9752,2012-004311-31,2014-12-01,2020-05-15,2020-05-15,"['HU', 'AT', 'CZ', 'DE', 'GB', 'SK', 'ES', 'IT', 'PL']",Mixed,"{'Slovakia': 22, 'Spain': 11, 'United Kingdom': 4, 'Austria': 1, 'Czech Republic': 39, 'France': 2, 'Germany': 38, 'Hungary': 65, 'Italy': 1}",2013-06-24,
9753,2015-002100-83,2019-05-20,2020-05-15,2020-05-15,['DE'],Tabular,"{'Australia': 6, 'Germany': 5, 'Korea, Republic of': 5, 'New Zealand': 3, 'United States': 6}",2015-12-23,
9754,2015-003636-13,2019-05-02,2020-05-15,2020-08-28,"['DE', 'ES', 'GR', 'GB']",Tabular,"{'Spain': 30, 'Taiwan': 24, 'United Kingdom': 1, 'United States': 45, 'Australia': 26, 'Canada': 14, 'Germany': 35, 'Greece': 4, 'Japan': 25, 'Russian Federation': 22}",2016-05-24,
9755,2017-001943-12,2019-05-03,2020-05-15,2020-05-15,"['GB', 'HU', 'ES']",Tabular,{'United States': 63},2017-10-30,
9756,2018-002169-21,2019-04-03,2019-10-12,2020-03-12,"['ES', 'PL']",Tabular,"{'Spain': 3, 'United States': 161, 'Costa Rica': 2, 'Mexico': 1, 'Poland': 5, 'Russian Federation': 1}",2018-11-20,
9757,2007-002466-35,2009-12-22,2020-05-16,2020-05-16,"['NL', 'GB']",Tabular,"{'United Kingdom': 113, 'United States': 13, 'Australia': 21, 'Brazil': 8, 'India': 109, 'Netherlands': 102, 'New Zealand': 12}",2007-10-17,
9758,2017-004602-17,2019-09-06,2020-05-16,2020-10-25,['GB'],Tabular,{'United Kingdom': 44},2018-04-01,
9759,2012-002338-35,2018-05-29,2020-05-17,2020-05-17,"['DE', 'CZ', 'AT', 'SE', 'ES', 'IE', 'GB']",Tabular,"{'Spain': 4, 'Sweden': 3, 'United Kingdom': 10, 'Austria': 5, 'Belgium': 5, 'Germany': 37, 'Hungary': 25, 'Ireland': 1, 'Italy': 12, ""Korea, Democratic People's Republic of"": 14, 'Latvia': 23, 'Norway': 1, 'Russian Federation': 115}",2012-02-13,
9760,2015-002017-30,2019-05-03,2020-05-17,2020-05-17,['GB'],Tabular,"{'United Kingdom': 12, 'Korea, Republic of': 51, 'United States': 43, 'Italy': 32, 'Canada': 23, 'Taiwan': 21, 'Hong Kong': 5, 'New Zealand': 5}",2015-11-10,
9761,2018-001667-24,2019-02-19,2020-05-17,2020-05-17,['GB'],Tabular,{'United Kingdom': 5},2018-12-11,
9762,2015-004845-25,2019-10-07,2019-09-21,2020-11-04,"['DE', 'PL']",Tabular,"{'United States': 11, 'Germany': 11, 'Poland': 14}",2016-11-09,
9763,2007-002871-15,2008-07-08,2016-02-18,2016-02-18,['FI'],Document,,,
9764,2011-001481-18,2017-03-30,2020-03-12,2020-03-12,['SE'],Mixed,{'Sweden': 64},2011-11-01,
9765,2016-001098-34,2019-05-08,2020-05-21,2020-05-21,"['DE', 'PL']",Tabular,"{'Canada': 23, 'United States': 82, 'Japan': 20, 'Poland': 65, 'Germany': 15}",2016-09-14,
9766,2016-004768-20,2019-04-04,2020-05-21,2020-05-21,['DK'],Tabular,{'Denmark': 17},2017-03-01,
9767,2010-023271-26,2013-02-26,2020-05-21,2020-05-21,['BE'],Document,,,
9768,2012-001670-28,2018-09-30,2020-05-21,2020-05-21,['DE'],Tabular,{'Germany': 30},2013-10-14,
9769,2011-001412-65,2019-08-22,2020-02-16,2020-02-16,"['HU', 'CZ', 'PL', 'EE', 'SE', 'BE', 'FR', 'IT', 'BG', 'GR', 'NL', 'LT', 'FI', 'AT', 'SK', 'ES', 'GB', 'DE', 'HR', 'PT', 'DK']",Tabular,"{'Philippines': 89, 'Poland': 21, 'Romania': 28, 'Russian Federation': 43, 'Serbia': 21, 'Singapore': 8, 'Slovakia': 1, 'Spain': 1, 'Taiwan': 4, 'Thailand': 2, 'Turkey': 12, 'Ukraine': 162, 'United Kingdom': 4, 'United States': 35, 'Belarus': 5, 'Belgium': 7, 'Bosnia and Herzegovina': 4, 'Bulgaria': 31, 'China': 6, 'Czech Republic': 4, 'France': 4, 'Germany': 1, 'Greece': 2, 'Hungary': 77, 'India': 8, 'Israel': 2, 'Italy': 3, 'Korea, Republic of': 7, 'Lebanon': 6, 'Malaysia': 6, 'Montenegro': 1}",2012-02-21,
9770,2011-005019-96,2019-08-08,2020-02-22,2020-08-22,"['CZ', 'BE', 'ES', 'GB', 'HU', 'Outside EU/EEA', 'PL', 'FR']",Tabular,"{'South Africa': 8, 'Spain': 12, 'Switzerland': 3, 'Turkey': 8, 'United Kingdom': 14, 'United States': 34, 'Australia': 5, 'Belgium': 18, 'Brazil': 5, 'Canada': 9, 'Czech Republic': 11, 'France': 4, 'Hungary': 4, 'Israel': 20, 'Mexico': 2, 'Poland': 5, 'Russian Federation': 41}",2014-12-10,
9771,2013-001584-22,2014-08-28,2020-05-22,2020-05-22,['DE'],Mixed,{'Germany': 50},2013-07-01,
9772,2020-000095-38,2019-11-12,2020-05-22,2020-05-22,['Outside EU/EEA'],Tabular,{'United States': 22},2017-10-24,
9773,2012-002623-15,2015-08-07,2020-05-22,2020-05-22,"['IE', 'GB']",Mixed,"{'United Kingdom': 37, 'Ireland': 7}",2013-05-01,
9774,2014-000565-47,2019-01-30,2019-08-14,2019-08-14,"['ES', 'AT', 'IT', 'NL', 'BE', 'DE', 'GB', 'PL', 'IE', 'FR', 'FI', 'HU', 'SE', 'SK', 'PT']",Tabular,"{'Argentina': 3, 'Australia': 10, 'Austria': 12, 'Belgium': 10, 'Brazil': 5, 'Canada': 25, 'China': 9, 'Finland': 1, 'France': 26, 'Germany': 22, 'Hong Kong': 1, 'Hungary': 7, 'Ireland': 2, 'Israel': 15, 'Italy': 22, 'Japan': 6, 'Mexico': 5, 'Netherlands': 31, 'Portugal': 1, 'Russian Federation': 46, 'Singapore': 5, 'Slovakia': 2, 'Spain': 13, 'Sweden': 1, 'Switzerland': 7, 'Turkey': 8, 'United Kingdom': 51, 'United States': 154}",2014-11-12,
9775,2013-004769-15,2018-12-17,2020-05-23,2020-05-23,['AT'],Tabular,{'Austria': 41},2013-12-16,
9776,2015-000563-14,2018-11-05,2020-05-23,2020-05-23,['DK'],Tabular,{'Denmark': 304},2015-08-01,
